TargetType,TargetMeth,Method,NWEEKS,r,fsval,Fold,TP,BFP,TP1,TP2,BFP1,BFP2
QS,D,A,2,r,0.3,2,,,,,,
QS,D,A,2,r,0.3,3,,,,,,
QS,D,A,2,r,0.3,4,,,,,,
QS,D,A,2,r,0.3,5,,,,,,
QS,D,A,2,r,0.4,1,,,,,,
QS,D,A,2,r,0.4,2,,,,,,
QS,D,A,2,r,0.4,3,,,,,,
QS,D,A,2,r,0.4,4,,,,,,
QS,D,A,2,r,0.4,5,,,,,,
QS,D,A,2,r2,0.2,1,0.4525862068965517,0.04956896551724138,0.25,0.6551724137931034,0.017241379310344827,0.08189655172413793
QS,D,A,2,r2,0.2,2,0.48104265402843605,0.042654028436018954,0.2796208530805687,0.6824644549763034,0.03317535545023697,0.052132701421800945
QS,D,A,2,r2,0.2,3,0.41105769230769235,0.04807692307692307,0.1778846153846154,0.6442307692307693,0.04326923076923077,0.052884615384615384
QS,D,A,2,r2,0.2,4,0.44075829383886256,0.03317535545023696,0.1990521327014218,0.6824644549763034,0.018957345971563982,0.04739336492890995
QS,D,A,2,r2,0.2,5,0.4583333333333333,0.039351851851851846,0.22685185185185186,0.6898148148148148,0.018518518518518517,0.06018518518518518
QS,D,A,2,r2,0.3,1,,,,,,
QS,D,A,2,r2,0.3,2,,,,,,
QS,D,A,2,r2,0.3,3,,,,,,
QS,D,A,2,r2,0.3,4,,,,,,
QS,D,A,2,r2,0.3,5,,,,,,
QS,D,A,2,r2,0.4,1,,,,,,
QS,D,A,2,r2,0.4,2,,,,,,
QS,D,A,2,r2,0.4,3,,,,,,
QS,D,A,2,r2,0.4,4,,,,,,
QS,D,A,2,r2,0.4,5,,,,,,
QS,D,A,2,1,0.2,1,0.4525862068965517,0.04956896551724138,0.25,0.6551724137931034,0.017241379310344827,0.08189655172413793
QS,D,A,2,1,0.2,2,0.48104265402843605,0.042654028436018954,0.2796208530805687,0.6824644549763034,0.03317535545023697,0.052132701421800945
QS,D,A,2,1,0.2,3,0.41105769230769235,0.04807692307692307,0.1778846153846154,0.6442307692307693,0.04326923076923077,0.052884615384615384
QS,D,A,2,1,0.2,4,0.44075829383886256,0.03317535545023696,0.1990521327014218,0.6824644549763034,0.018957345971563982,0.04739336492890995
QS,D,A,2,1,0.2,5,0.4583333333333333,0.039351851851851846,0.22685185185185186,0.6898148148148148,0.018518518518518517,0.06018518518518518
QS,D,A,2,1,0.3,1,,,,,,
QS,D,A,2,1,0.3,2,,,,,,
QS,D,A,2,1,0.3,3,,,,,,
QS,D,A,2,1,0.3,4,,,,,,
QS,D,A,2,1,0.3,5,,,,,,
QS,D,A,2,1,0.4,1,,,,,,
QS,D,A,2,1,0.4,2,,,,,,
QS,D,A,2,1,0.4,3,,,,,,
QS,D,A,2,1,0.4,4,,,,,,
QS,D,A,2,1,0.4,5,,,,,,
QS,D,A,3,r,0.2,1,0.4074889867841409,0.06167400881057269,0.20704845814977973,0.6079295154185022,0.039647577092511016,0.08370044052863436
QS,D,A,3,r,0.2,2,0.4532710280373832,0.018691588785046728,0.21962616822429906,0.6869158878504673,0.004672897196261682,0.03271028037383177
QS,D,A,3,r,0.2,3,0.4353233830845771,0.03482587064676617,0.20398009950248755,0.6666666666666666,0.03482587064676617,0.03482587064676617
QS,D,A,3,r,0.2,4,0.42788461538461536,0.03605769230769231,0.1971153846153846,0.6586538461538461,0.02403846153846154,0.04807692307692308
QS,D,A,3,r,0.2,5,0.44651162790697674,0.03488372093023256,0.24186046511627907,0.6511627906976745,0.023255813953488372,0.046511627906976744
QS,D,A,3,r,0.3,1,,,,,,
QS,D,A,3,r,0.3,2,,,,,,
QS,D,A,3,r,0.3,3,,,,,,
QS,D,A,3,r,0.3,4,,,,,,
QS,D,A,3,r,0.3,5,,,,,,
QS,D,A,3,r,0.4,1,,,,,,
QS,D,A,3,r,0.4,2,,,,,,
QS,D,A,3,r,0.4,3,,,,,,
QS,D,A,3,r,0.4,4,,,,,,
QS,D,A,3,r,0.4,5,,,,,,
QS,D,A,3,r2,0.2,1,0.4074889867841409,0.06167400881057269,0.20704845814977973,0.6079295154185022,0.039647577092511016,0.08370044052863436
QS,D,A,3,r2,0.2,2,0.4532710280373832,0.018691588785046728,0.21962616822429906,0.6869158878504673,0.004672897196261682,0.03271028037383177
QS,D,A,3,r2,0.2,3,0.4353233830845771,0.03482587064676617,0.20398009950248755,0.6666666666666666,0.03482587064676617,0.03482587064676617
QS,D,A,3,r2,0.2,4,0.42788461538461536,0.03605769230769231,0.1971153846153846,0.6586538461538461,0.02403846153846154,0.04807692307692308
QS,D,A,3,r2,0.2,5,0.44651162790697674,0.03488372093023256,0.24186046511627907,0.6511627906976745,0.023255813953488372,0.046511627906976744
QS,D,A,3,r2,0.3,1,,,,,,
QS,D,A,3,r2,0.3,2,,,,,,
QS,D,A,3,r2,0.3,3,,,,,,
QS,D,A,3,r2,0.3,4,,,,,,
QS,D,A,3,r2,0.3,5,,,,,,
QS,D,A,3,r2,0.4,1,,,,,,
QS,D,A,3,r2,0.4,2,,,,,,
QS,D,A,3,r2,0.4,3,,,,,,
QS,D,A,3,r2,0.4,4,,,,,,
QS,D,A,3,r2,0.4,5,,,,,,
QS,D,A,3,1,0.2,1,0.4074889867841409,0.06167400881057269,0.20704845814977973,0.6079295154185022,0.039647577092511016,0.08370044052863436
QS,D,A,3,1,0.2,2,0.4532710280373832,0.018691588785046728,0.21962616822429906,0.6869158878504673,0.004672897196261682,0.03271028037383177
QS,D,A,3,1,0.2,3,0.4353233830845771,0.03482587064676617,0.20398009950248755,0.6666666666666666,0.03482587064676617,0.03482587064676617
QS,D,A,3,1,0.2,4,0.42788461538461536,0.03605769230769231,0.1971153846153846,0.6586538461538461,0.02403846153846154,0.04807692307692308
QS,D,A,3,1,0.2,5,0.44651162790697674,0.03488372093023256,0.24186046511627907,0.6511627906976745,0.023255813953488372,0.046511627906976744
QS,D,A,3,1,0.3,1,,,,,,
QS,D,A,3,1,0.3,2,,,,,,
QS,D,A,3,1,0.3,3,,,,,,
QS,D,A,3,1,0.3,4,,,,,,
QS,D,A,3,1,0.3,5,,,,,,
QS,D,A,3,1,0.4,1,,,,,,
QS,D,A,3,1,0.4,2,,,,,,
QS,D,A,3,1,0.4,3,,,,,,
QS,D,A,3,1,0.4,4,,,,,,
QS,D,A,3,1,0.4,5,,,,,,
QS,D,A,4,r,0.2,1,0.3933333333333333,0.05555555555555556,0.1688888888888889,0.6177777777777778,0.02666666666666667,0.08444444444444445
QS,D,A,4,r,0.2,2,0.4543269230769231,0.026442307692307696,0.24519230769230768,0.6634615384615384,0.004807692307692308,0.04807692307692308
QS,D,A,4,r,0.2,3,0.43112244897959184,0.04336734693877551,0.19387755102040816,0.6683673469387755,0.04591836734693878,0.04081632653061224
QS,D,A,4,r,0.2,4,0.42822966507177035,0.03827751196172249,0.19617224880382775,0.6602870813397129,0.028708133971291867,0.04784688995215311
QS,D,A,4,r,0.2,5,0.43457943925233644,0.03271028037383177,0.2102803738317757,0.6588785046728972,0.018691588785046728,0.04672897196261682
QS,D,A,4,r,0.3,1,,,,,,
QS,D,A,4,r,0.3,2,,,,,,
QS,D,A,4,r,0.3,3,,,,,,
QS,D,A,4,r,0.3,4,,,,,,
QS,D,A,4,r,0.3,5,,,,,,
QS,D,A,4,r,0.4,1,,,,,,
QS,D,A,4,r,0.4,2,,,,,,
QS,D,A,4,r,0.4,3,,,,,,
QS,D,A,4,r,0.4,4,,,,,,
QS,D,A,4,r,0.4,5,,,,,,
QS,D,A,4,r2,0.2,1,0.3933333333333333,0.05555555555555556,0.1688888888888889,0.6177777777777778,0.02666666666666667,0.08444444444444445
QS,D,A,4,r2,0.2,2,0.4567307692307692,0.026442307692307696,0.25,0.6634615384615384,0.004807692307692308,0.04807692307692308
QS,D,A,4,r2,0.2,3,0.43112244897959184,0.04336734693877551,0.19387755102040816,0.6683673469387755,0.04591836734693878,0.04081632653061224
QS,D,A,4,r2,0.2,4,0.42822966507177035,0.03827751196172249,0.19617224880382775,0.6602870813397129,0.028708133971291867,0.04784688995215311
QS,D,A,4,r2,0.2,5,0.43457943925233644,0.03271028037383177,0.2102803738317757,0.6588785046728972,0.018691588785046728,0.04672897196261682
QS,D,A,4,r2,0.3,1,,,,,,
QS,D,A,4,r2,0.3,2,,,,,,
QS,D,A,4,r2,0.3,3,,,,,,
QS,D,A,4,r2,0.3,4,,,,,,
QS,D,A,4,r2,0.3,5,,,,,,
QS,D,A,4,r2,0.4,1,,,,,,
QS,D,A,4,r2,0.4,2,,,,,,
QS,D,A,4,r2,0.4,3,,,,,,
QS,D,A,4,r2,0.4,4,,,,,,
QS,D,A,4,r2,0.4,5,,,,,,
QS,D,A,4,1,0.2,1,0.3933333333333333,0.05555555555555556,0.1688888888888889,0.6177777777777778,0.02666666666666667,0.08444444444444445
QS,D,A,4,1,0.2,2,0.4543269230769231,0.026442307692307696,0.24519230769230768,0.6634615384615384,0.004807692307692308,0.04807692307692308
QS,D,A,4,1,0.2,3,0.43112244897959184,0.04336734693877551,0.19387755102040816,0.6683673469387755,0.04591836734693878,0.04081632653061224
QS,D,A,4,1,0.2,4,0.4258373205741627,0.03827751196172249,0.19138755980861244,0.6602870813397129,0.028708133971291867,0.04784688995215311
QS,D,A,4,1,0.2,5,0.43457943925233644,0.03271028037383177,0.2102803738317757,0.6588785046728972,0.018691588785046728,0.04672897196261682
QS,D,A,4,1,0.3,1,,,,,,
QS,D,A,4,1,0.3,2,,,,,,
QS,D,A,4,1,0.3,3,,,,,,
QS,D,A,4,1,0.3,4,,,,,,
QS,D,A,4,1,0.3,5,,,,,,
QS,D,A,4,1,0.4,1,,,,,,
QS,D,A,4,1,0.4,2,,,,,,
QS,D,A,4,1,0.4,3,,,,,,
QS,D,A,4,1,0.4,4,,,,,,
QS,D,A,4,1,0.4,5,,,,,,
QS,D,A,5,r,0.2,1,0.42857142857142855,0.05580357142857143,0.22321428571428573,0.6339285714285714,0.03125,0.08035714285714286
QS,D,A,5,r,0.2,2,0.4213197969543147,0.03299492385786802,0.19289340101522842,0.649746192893401,0.030456852791878174,0.03553299492385787
QS,D,A,5,r,0.2,3,0.41878172588832485,0.0532994923857868,0.18781725888324874,0.649746192893401,0.05583756345177665,0.050761421319796954
QS,D,A,5,r,0.2,4,0.4206730769230769,0.03125,0.1875,0.6538461538461539,0.009615384615384616,0.052884615384615384
QS,D,A,5,r,0.2,5,0.39906103286384975,0.03755868544600939,0.18309859154929578,0.6150234741784038,0.018779342723004695,0.056338028169014086
QS,D,A,5,r,0.3,1,,,,,,
QS,D,A,5,r,0.3,2,,,,,,
QS,D,A,5,r,0.3,3,,,,,,
QS,D,A,5,r,0.3,4,,,,,,
QS,D,A,5,r,0.3,5,,,,,,
QS,D,A,5,r,0.4,1,,,,,,
QS,D,A,5,r,0.4,2,,,,,,
QS,D,A,5,r,0.4,3,,,,,,
QS,D,A,5,r,0.4,4,,,,,,
QS,D,A,5,r,0.4,5,,,,,,
QS,D,A,5,r2,0.2,1,0.4308035714285714,0.05580357142857143,0.22321428571428573,0.6383928571428571,0.03125,0.08035714285714286
QS,D,A,5,r2,0.2,2,0.4213197969543147,0.03299492385786802,0.19289340101522842,0.649746192893401,0.030456852791878174,0.03553299492385787
QS,D,A,5,r2,0.2,3,0.41878172588832485,0.0532994923857868,0.18781725888324874,0.649746192893401,0.05583756345177665,0.050761421319796954
QS,D,A,5,r2,0.2,4,0.41586538461538464,0.03125,0.18269230769230768,0.6490384615384616,0.009615384615384616,0.052884615384615384
QS,D,A,5,r2,0.2,5,0.39906103286384975,0.03755868544600939,0.18309859154929578,0.6150234741784038,0.018779342723004695,0.056338028169014086
QS,D,A,5,r2,0.3,1,,,,,,
QS,D,A,5,r2,0.3,2,,,,,,
QS,D,A,5,r2,0.3,3,,,,,,
QS,D,A,5,r2,0.3,4,,,,,,
QS,D,A,5,r2,0.3,5,,,,,,
QS,D,A,5,r2,0.4,1,,,,,,
QS,D,A,5,r2,0.4,2,,,,,,
QS,D,A,5,r2,0.4,3,,,,,,
QS,D,A,5,r2,0.4,4,,,,,,
QS,D,A,5,r2,0.4,5,,,,,,
QS,D,A,5,1,0.2,1,0.4263392857142857,0.05580357142857143,0.21875,0.6339285714285714,0.03125,0.08035714285714286
QS,D,A,5,1,0.2,2,0.4213197969543147,0.03299492385786802,0.19289340101522842,0.649746192893401,0.030456852791878174,0.03553299492385787
QS,D,A,5,1,0.2,3,0.4213197969543147,0.0532994923857868,0.19289340101522842,0.649746192893401,0.05583756345177665,0.050761421319796954
QS,D,A,5,1,0.2,4,0.4206730769230769,0.03125,0.1875,0.6538461538461539,0.009615384615384616,0.052884615384615384
QS,D,A,5,1,0.2,5,0.4014084507042254,0.03755868544600939,0.18779342723004694,0.6150234741784038,0.018779342723004695,0.056338028169014086
QS,D,A,5,1,0.3,1,,,,,,
QS,D,A,5,1,0.3,2,,,,,,
QS,D,A,5,1,0.3,3,,,,,,
QS,D,A,5,1,0.3,4,,,,,,
QS,D,A,5,1,0.3,5,,,,,,
QS,D,A,5,1,0.4,1,,,,,,
QS,D,A,5,1,0.4,2,,,,,,
QS,D,A,5,1,0.4,3,,,,,,
QS,D,A,5,1,0.4,4,,,,,,
QS,D,A,5,1,0.4,5,,,,,,
QS,D,A,6,r,0.2,1,0.4276018099547511,0.047511312217194575,0.22624434389140272,0.6289592760180995,0.02262443438914027,0.07239819004524888
QS,D,A,6,r,0.2,2,0.41708542713567837,0.04020100502512563,0.17587939698492464,0.6582914572864321,0.04020100502512563,0.04020100502512563
QS,D,A,6,r,0.2,3,0.4248704663212435,0.06217616580310881,0.20725388601036268,0.6424870466321243,0.06217616580310881,0.06217616580310881
QS,D,A,6,r,0.2,4,0.412621359223301,0.03398058252427184,0.17475728155339806,0.6504854368932039,0.014563106796116505,0.05339805825242718
QS,D,A,6,r,0.2,5,0.41304347826086957,0.036231884057971016,0.2028985507246377,0.6231884057971014,0.00966183574879227,0.06280193236714976
QS,D,A,6,r,0.3,1,,,,,,
QS,D,A,6,r,0.3,2,,,,,,
QS,D,A,6,r,0.3,3,,,,,,
QS,D,A,6,r,0.3,4,,,,,,
QS,D,A,6,r,0.3,5,,,,,,
QS,D,A,6,r,0.4,1,,,,,,
QS,D,A,6,r,0.4,2,,,,,,
QS,D,A,6,r,0.4,3,,,,,,
QS,D,A,6,r,0.4,4,,,,,,
QS,D,A,6,r,0.4,5,,,,,,
QS,D,A,6,r2,0.2,1,0.42760180995475117,0.047511312217194575,0.23076923076923078,0.6244343891402715,0.02262443438914027,0.07239819004524888
QS,D,A,6,r2,0.2,2,0.41708542713567837,0.04020100502512563,0.17587939698492464,0.6582914572864321,0.04020100502512563,0.04020100502512563
QS,D,A,6,r2,0.2,3,0.4248704663212435,0.06217616580310881,0.20725388601036268,0.6424870466321243,0.06217616580310881,0.06217616580310881
QS,D,A,6,r2,0.2,4,0.412621359223301,0.03398058252427184,0.17475728155339806,0.6504854368932039,0.014563106796116505,0.05339805825242718
QS,D,A,6,r2,0.2,5,0.41304347826086957,0.036231884057971016,0.2028985507246377,0.6231884057971014,0.00966183574879227,0.06280193236714976
QS,D,A,6,r2,0.3,1,,,,,,
QS,D,A,6,r2,0.3,2,,,,,,
QS,D,A,6,r2,0.3,3,,,,,,
QS,D,A,6,r2,0.3,4,,,,,,
QS,D,A,6,r2,0.3,5,,,,,,
QS,D,A,6,r2,0.4,1,,,,,,
QS,D,A,6,r2,0.4,2,,,,,,
QS,D,A,6,r2,0.4,3,,,,,,
QS,D,A,6,r2,0.4,4,,,,,,
QS,D,A,6,r2,0.4,5,,,,,,
QS,D,A,6,1,0.2,1,0.4253393665158371,0.047511312217194575,0.22171945701357465,0.6289592760180995,0.02262443438914027,0.07239819004524888
QS,D,A,6,1,0.2,2,0.41959798994974873,0.04020100502512563,0.17587939698492464,0.6633165829145728,0.04020100502512563,0.04020100502512563
QS,D,A,6,1,0.2,3,0.43005181347150256,0.06217616580310881,0.21243523316062177,0.6476683937823834,0.06217616580310881,0.06217616580310881
QS,D,A,6,1,0.2,4,0.4150485436893204,0.03155339805825243,0.1796116504854369,0.6504854368932039,0.014563106796116505,0.04854368932038835
QS,D,A,6,1,0.2,5,0.41304347826086957,0.036231884057971016,0.2028985507246377,0.6231884057971014,0.00966183574879227,0.06280193236714976
QS,D,A,6,1,0.3,1,,,,,,
QS,D,A,6,1,0.3,2,,,,,,
QS,D,A,6,1,0.3,3,,,,,,
QS,D,A,6,1,0.3,4,,,,,,
QS,D,A,6,1,0.3,5,,,,,,
QS,D,A,6,1,0.4,1,,,,,,
QS,D,A,6,1,0.4,2,,,,,,
QS,D,A,6,1,0.4,3,,,,,,
QS,D,A,6,1,0.4,4,,,,,,
QS,D,A,6,1,0.4,5,,,,,,
QS,D,A,7,r,0.2,1,0.39631336405529954,0.05529953917050691,0.17511520737327188,0.6175115207373272,0.03686635944700461,0.07373271889400922
QS,D,A,7,r,0.2,2,0.4253731343283582,0.04228855721393035,0.19900497512437812,0.6517412935323383,0.029850746268656716,0.05472636815920398
QS,D,A,7,r,0.2,3,0.43455497382198954,0.041884816753926704,0.2094240837696335,0.6596858638743456,0.041884816753926704,0.041884816753926704
QS,D,A,7,r,0.2,4,0.42346938775510207,0.03826530612244898,0.21428571428571427,0.6326530612244898,0.025510204081632654,0.05102040816326531
QS,D,A,7,r,0.2,5,0.429951690821256,0.041062801932367145,0.21739130434782608,0.642512077294686,0.014492753623188406,0.06763285024154589
QS,D,A,7,r,0.3,1,,,,,,
QS,D,A,7,r,0.3,2,0.417910447761194,0.0472636815920398,0.20398009950248755,0.6318407960199005,0.03482587064676617,0.05970149253731343
QS,D,A,7,r,0.3,3,,,,,,
QS,D,A,7,r,0.3,4,,,,,,
QS,D,A,7,r,0.3,5,,,,,,
QS,D,A,7,r,0.4,1,,,,,,
QS,D,A,7,r,0.4,2,,,,,,
QS,D,A,7,r,0.4,3,,,,,,
QS,D,A,7,r,0.4,4,,,,,,
QS,D,A,7,r,0.4,5,,,,,,
QS,D,A,7,r2,0.2,1,0.39631336405529954,0.05529953917050691,0.17050691244239632,0.6221198156682027,0.03686635944700461,0.07373271889400922
QS,D,A,7,r2,0.2,2,0.42039800995024873,0.0472636815920398,0.19900497512437812,0.6417910447761194,0.03482587064676617,0.05970149253731343
QS,D,A,7,r2,0.2,3,0.43717277486910994,0.041884816753926704,0.2094240837696335,0.6649214659685864,0.041884816753926704,0.041884816753926704
QS,D,A,7,r2,0.2,4,0.4260204081632653,0.04336734693877551,0.21428571428571427,0.6377551020408163,0.03571428571428571,0.05102040816326531
QS,D,A,7,r2,0.2,5,0.429951690821256,0.041062801932367145,0.21739130434782608,0.642512077294686,0.014492753623188406,0.06763285024154589
QS,D,A,7,r2,0.3,1,,,,,,
QS,D,A,7,r2,0.3,2,0.417910447761194,0.0472636815920398,0.20398009950248755,0.6318407960199005,0.03482587064676617,0.05970149253731343
QS,D,A,7,r2,0.3,3,,,,,,
QS,D,A,7,r2,0.3,4,,,,,,
QS,D,A,7,r2,0.3,5,,,,,,
QS,D,A,7,r2,0.4,1,,,,,,
QS,D,A,7,r2,0.4,2,,,,,,
QS,D,A,7,r2,0.4,3,,,,,,
QS,D,A,7,r2,0.4,4,,,,,,
QS,D,A,7,r2,0.4,5,,,,,,
QS,D,A,7,1,0.2,1,0.39631336405529954,0.05529953917050691,0.17511520737327188,0.6175115207373272,0.03686635944700461,0.07373271889400922
QS,D,A,7,1,0.2,2,0.43034825870646765,0.03980099502487562,0.20398009950248755,0.6567164179104478,0.029850746268656716,0.04975124378109453
QS,D,A,7,1,0.2,3,0.43455497382198954,0.041884816753926704,0.2094240837696335,0.6596858638743456,0.041884816753926704,0.041884816753926704
QS,D,A,7,1,0.2,4,0.42346938775510207,0.03826530612244898,0.21428571428571427,0.6326530612244898,0.025510204081632654,0.05102040816326531
QS,D,A,7,1,0.2,5,0.4323671497584541,0.041062801932367145,0.21739130434782608,0.6473429951690821,0.014492753623188406,0.06763285024154589
QS,D,A,7,1,0.3,1,,,,,,
QS,D,A,7,1,0.3,2,0.417910447761194,0.04975124378109452,0.20398009950248755,0.6318407960199005,0.03980099502487562,0.05970149253731343
QS,D,A,7,1,0.3,3,,,,,,
QS,D,A,7,1,0.3,4,,,,,,
QS,D,A,7,1,0.3,5,,,,,,
QS,D,A,7,1,0.4,1,,,,,,
QS,D,A,7,1,0.4,2,,,,,,
QS,D,A,7,1,0.4,3,,,,,,
QS,D,A,7,1,0.4,4,,,,,,
QS,D,A,7,1,0.4,5,,,,,,
QS,D,A,8,r,0.2,1,0.3930232558139535,0.04883720930232558,0.1813953488372093,0.6046511627906976,0.027906976744186046,0.06976744186046512
QS,D,A,8,r,0.2,2,0.4129353233830846,0.0373134328358209,0.17412935323383086,0.6517412935323383,0.024875621890547265,0.04975124378109453
QS,D,A,8,r,0.2,3,0.4243243243243243,0.05405405405405406,0.21621621621621623,0.6324324324324324,0.043243243243243246,0.06486486486486487
QS,D,A,8,r,0.2,4,0.4278350515463918,0.041237113402061855,0.211340206185567,0.6443298969072165,0.041237113402061855,0.041237113402061855
QS,D,A,8,r,0.2,5,0.43103448275862066,0.03940886699507389,0.21182266009852216,0.6502463054187192,0.009852216748768473,0.06896551724137931
QS,D,A,8,r,0.3,1,,,,,,
QS,D,A,8,r,0.3,2,,,,,,
QS,D,A,8,r,0.3,3,,,,,,
QS,D,A,8,r,0.3,4,,,,,,
QS,D,A,8,r,0.3,5,,,,,,
QS,D,A,8,r,0.4,1,,,,,,
QS,D,A,8,r,0.4,2,,,,,,
QS,D,A,8,r,0.4,3,,,,,,
QS,D,A,8,r,0.4,4,,,,,,
QS,D,A,8,r,0.4,5,,,,,,
QS,D,A,8,r2,0.2,1,0.3930232558139535,0.04883720930232558,0.1813953488372093,0.6046511627906976,0.027906976744186046,0.06976744186046512
QS,D,A,8,r2,0.2,2,0.41044776119402987,0.03980099502487562,0.17412935323383086,0.6467661691542289,0.029850746268656716,0.04975124378109453
QS,D,A,8,r2,0.2,3,0.4243243243243243,0.05405405405405406,0.21621621621621623,0.6324324324324324,0.043243243243243246,0.06486486486486487
QS,D,A,8,r2,0.2,4,0.4252577319587629,0.041237113402061855,0.21649484536082475,0.634020618556701,0.041237113402061855,0.041237113402061855
QS,D,A,8,r2,0.2,5,0.42857142857142855,0.03694581280788178,0.20689655172413793,0.6502463054187192,0.009852216748768473,0.06403940886699508
QS,D,A,8,r2,0.3,1,,,,,,
QS,D,A,8,r2,0.3,2,,,,,,
QS,D,A,8,r2,0.3,3,,,,,,
QS,D,A,8,r2,0.3,4,,,,,,
QS,D,A,8,r2,0.3,5,,,,,,
QS,D,A,8,r2,0.4,1,,,,,,
QS,D,A,8,r2,0.4,2,,,,,,
QS,D,A,8,r2,0.4,3,,,,,,
QS,D,A,8,r2,0.4,4,,,,,,
QS,D,A,8,r2,0.4,5,,,,,,
QS,D,A,8,1,0.2,1,0.3953488372093023,0.04883720930232558,0.18604651162790697,0.6046511627906976,0.027906976744186046,0.06976744186046512
QS,D,A,8,1,0.2,2,0.4129353233830846,0.0373134328358209,0.17412935323383086,0.6517412935323383,0.024875621890547265,0.04975124378109453
QS,D,A,8,1,0.2,3,0.42702702702702705,0.05405405405405406,0.21621621621621623,0.6378378378378379,0.043243243243243246,0.06486486486486487
QS,D,A,8,1,0.2,4,0.43041237113402064,0.041237113402061855,0.21649484536082475,0.6443298969072165,0.041237113402061855,0.041237113402061855
QS,D,A,8,1,0.2,5,0.43103448275862066,0.03940886699507389,0.21182266009852216,0.6502463054187192,0.009852216748768473,0.06896551724137931
QS,D,A,8,1,0.3,1,,,,,,
QS,D,A,8,1,0.3,2,,,,,,
QS,D,A,8,1,0.3,3,,,,,,
QS,D,A,8,1,0.3,4,,,,,,
QS,D,A,8,1,0.3,5,,,,,,
QS,D,A,8,1,0.4,1,,,,,,
QS,D,A,8,1,0.4,2,,,,,,
QS,D,A,8,1,0.4,3,,,,,,
QS,D,A,8,1,0.4,4,,,,,,
QS,D,A,8,1,0.4,5,,,,,,
QS,D,A,9,r,0.2,1,0.41273584905660377,0.054245283018867926,0.21226415094339623,0.6132075471698113,0.0330188679245283,0.07547169811320754
QS,D,A,9,r,0.2,2,0.43112244897959184,0.03826530612244898,0.1989795918367347,0.6632653061224489,0.04081632653061224,0.03571428571428571
QS,D,A,9,r,0.2,3,0.393048128342246,0.04812834224598931,0.1925133689839572,0.5935828877005348,0.03208556149732621,0.06417112299465241
QS,D,A,9,r,0.2,4,0.4381720430107527,0.03763440860215054,0.20967741935483872,0.6666666666666666,0.021505376344086023,0.053763440860215055
QS,D,A,9,r,0.2,5,0.4285714285714286,0.03694581280788177,0.23645320197044334,0.6206896551724138,0.014778325123152709,0.059113300492610835
