Data,Scoretype,Method,NWEEKS,r,fsval,Fold,TP,BFP,Sens,TP1,TP2,BFP1,BFP2,Sens1,Sens2
TT_T,2_1,A,2,0.22177730849024702,,1,0.3706896551724138,0.04956896551724138,0.3706896551724138,0.11637931034482758,0.625,0.04310344827586207,0.05603448275862069,0.11637931034482758,0.625
TT_T,2_1,A,2,0.21329003942600422,,2,0.3744075829383886,0.030805687203791468,0.3744075829383886,0.11848341232227488,0.6303317535545023,0.03317535545023697,0.02843601895734597,0.11848341232227488,0.6303317535545023
TT_T,2_1,A,2,0.21418057697742243,,3,0.3798076923076923,0.036057692307692304,0.3798076923076923,0.11057692307692307,0.6490384615384616,0.038461538461538464,0.03365384615384615,0.11057692307692307,0.6490384615384616
TT_T,2_1,A,2,0.2127512340370452,,4,0.4075829383886256,0.021327014218009477,0.4075829383886256,0.13744075829383887,0.6777251184834123,0.023696682464454975,0.018957345971563982,0.13744075829383887,0.6777251184834123
TT_T,2_1,A,2,0.21538271432721356,,5,0.3611111111111111,0.05092592592592592,0.3611111111111111,0.10185185185185185,0.6203703703703703,0.037037037037037035,0.06481481481481481,0.10185185185185185,0.6203703703703703
TT_T,2_1,A,3,0.3001123763358955,,1,0.3674480805538074,0.031043502202643174,0.3634361233480176,0.1277533039647577,0.6071428571428571,0.030837004405286344,0.03125,0.1277533039647577,0.5991189427312775
TT_T,2_1,A,3,0.2761854395647131,,2,0.3981241336135581,0.01663461968429996,0.3901869158878504,0.11682242990654206,0.6794258373205742,0.009345794392523364,0.023923444976076555,0.11682242990654206,0.6635514018691588
TT_T,2_1,A,3,0.265207191746758,,3,0.40298507462686567,0.01492537313432836,0.40298507462686567,0.13930348258706468,0.6666666666666666,0.004975124378109453,0.024875621890547265,0.13930348258706468,0.6666666666666666
TT_T,2_1,A,3,0.2992463565430923,,4,0.35336538461538464,0.02403846153846154,0.35336538461538464,0.09615384615384616,0.6105769230769231,0.019230769230769232,0.028846153846153848,0.09615384615384616,0.6105769230769231
TT_T,2_1,A,3,0.28998868990366333,,5,0.37441860465116283,0.044186046511627906,0.37441860465116283,0.13023255813953488,0.6186046511627907,0.03255813953488372,0.05581395348837209,0.13023255813953488,0.6186046511627907
TT_T,2_1,A,4,0.336506289915405,,1,0.3805281514698555,0.02238166417538615,0.37777777777777777,0.14222222222222222,0.6188340807174888,0.008888888888888889,0.03587443946188341,0.14222222222222222,0.6133333333333333
TT_T,2_1,A,4,0.3133299661502651,,2,0.40389305816135085,0.019441838649155725,0.3990384615384615,0.1346153846153846,0.6731707317073171,0.009615384615384616,0.02926829268292683,0.1346153846153846,0.6634615384615384
