Data,Scoretype,Method,NWEEKS,r,fsval,Fold,TP,BFP,Sens,TP1,TP2,BFP1,BFP2,Sens1,Sens2
SS_S,2_1,A,2,0.06386603627769205,,1,0.37931034482758624,0.021551724137931036,0.37931034482758624,0.06896551724137931,0.6896551724137931,0.0,0.04310344827586207,0.06896551724137931,0.6896551724137931
SS_S,2_1,A,2,0.06642340446009776,,2,0.3696682464454976,0.02132701421800948,0.3696682464454976,0.11374407582938388,0.6255924170616114,0.0,0.04265402843601896,0.11374407582938388,0.6255924170616114
SS_S,2_1,A,2,0.07261564025417744,,3,0.38221153846153844,0.014423076923076924,0.38221153846153844,0.09615384615384616,0.6682692307692307,0.0,0.028846153846153848,0.09615384615384616,0.6682692307692307
SS_S,2_1,A,2,0.07279874727602842,,4,0.3815165876777251,0.011848341232227487,0.3815165876777251,0.12322274881516587,0.6398104265402843,0.0,0.023696682464454975,0.12322274881516587,0.6398104265402843
SS_S,2_1,A,2,0.06128803155348195,,5,0.3611111111111111,0.032407407407407406,0.3611111111111111,0.09259259259259259,0.6296296296296297,0.0,0.06481481481481481,0.09259259259259259,0.6296296296296297
SS_S,2_1,A,3,0.07315440995643319,,1,0.3612334801762115,0.015418502202643172,0.3612334801762115,0.1013215859030837,0.6211453744493393,0.0,0.030837004405286344,0.1013215859030837,0.6211453744493393
SS_S,2_1,A,3,0.08285158977111295,,2,0.4182242990654206,0.016355140186915886,0.4182242990654206,0.14953271028037382,0.6869158878504673,0.0,0.03271028037383177,0.14953271028037382,0.6869158878504673
SS_S,2_1,A,3,0.07730716599161247,,3,0.39800995024875624,0.014925373134328358,0.39800995024875624,0.11940298507462686,0.6766169154228856,0.0,0.029850746268656716,0.11940298507462686,0.6766169154228856
SS_S,2_1,A,3,0.08285502895950447,,4,0.3677884615384615,0.01201923076923077,0.3677884615384615,0.07211538461538461,0.6634615384615384,0.0,0.02403846153846154,0.07211538461538461,0.6634615384615384
SS_S,2_1,A,3,0.07104478249473323,,5,0.386046511627907,0.030232558139534883,0.386046511627907,0.12093023255813953,0.6511627906976745,0.0,0.06046511627906977,0.12093023255813953,0.6511627906976745
SS_S,2_1,A,4,0.07842237952050835,,1,0.3888888888888889,0.017777777777777778,0.3888888888888889,0.12444444444444444,0.6533333333333333,0.0,0.035555555555555556,0.12444444444444444,0.6533333333333333
SS_S,2_1,A,4,0.08999176053506586,,2,0.4206730769230769,0.014423076923076924,0.4206730769230769,0.16346153846153846,0.6778846153846154,0.0,0.028846153846153848,0.16346153846153846,0.6778846153846154
SS_S,2_1,A,4,0.0849018424441852,,3,0.385204081632653,0.012755102040816327,0.385204081632653,0.11734693877551021,0.6530612244897959,0.0,0.025510204081632654,0.11734693877551021,0.6530612244897959
SS_S,2_1,A,4,0.09020654159589958,,4,0.3827751196172249,0.011961722488038277,0.3827751196172249,0.0861244019138756,0.6794258373205742,0.0,0.023923444976076555,0.0861244019138756,0.6794258373205742
SS_S,2_1,A,4,0.08060662219824477,,5,0.38084112149532706,0.03271028037383177,0.38084112149532706,0.11682242990654206,0.6448598130841121,0.0,0.06542056074766354,0.11682242990654206,0.6448598130841121
SS_S,2_1,A,5,0.0859145579951921,,1,0.4151785714285714,0.020089285714285716,0.4151785714285714,0.12946428571428573,0.7008928571428571,0.0,0.04017857142857143,0.12946428571428573,0.7008928571428571
SS_S,2_1,A,5,0.08681315274793489,,2,0.3934010152284264,0.02284263959390863,0.3934010152284264,0.1319796954314721,0.6548223350253807,0.0,0.04568527918781726,0.1319796954314721,0.6548223350253807
